band_index,pocket_index,num_points,gap_min,gap_max,gap_mean,gap_abs_min,gap_abs_max,has_sign_change,positive_fraction,negative_fraction,near_zero_fraction
0,0,134,0.0,0.010613429317353592,0.006436722700155115,0.0,0.010613429317353592,False,0.9850746268656716,0.0,0.014925373134328358
0,1,134,5.081143283818145e-18,0.010613429317353592,0.006436722700155115,5.081143283818145e-18,0.010613429317353592,False,0.9850746268656716,0.0,0.014925373134328358
0,2,134,5.081143283818147e-18,0.010613429317353592,0.006436722700155116,5.081143283818147e-18,0.010613429317353592,False,0.9850746268656716,0.0,0.014925373134328358
0,3,134,0.0,0.010613429317353575,0.006436722700155116,0.0,0.010613429317353575,False,0.9850746268656716,0.0,0.014925373134328358
1,0,238,0.0,0.027414710335030935,0.013279739340655947,0.0,0.027414710335030935,False,0.9831932773109243,0.0,0.01680672268907563
1,1,238,1.296024343117032e-17,0.027414710335030942,0.013279739340655948,1.296024343117032e-17,0.027414710335030942,False,0.9831932773109243,0.0,0.01680672268907563
1,2,238,1.296024343117032e-17,0.027414710335030942,0.013279739340655952,1.296024343117032e-17,0.027414710335030942,False,0.9831932773109243,0.0,0.01680672268907563
1,3,238,1.3623754285500405e-18,0.027414710335030942,0.013279739340655952,1.3623754285500405e-18,0.027414710335030942,False,0.9831932773109243,0.0,0.01680672268907563
2,0,493,1.3623754285500419e-18,0.05012400098616129,0.036218372660742494,1.3623754285500419e-18,0.05012400098616129,False,0.9837728194726166,0.0,0.016227180527383367
